entity_id,risk_score,top_factors,reason_text,intervention_tier,bias_flag
STU-00144,0.0663,"['approval_rate', 'GDP', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) economic GDP conditions, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-00145,0.241,"['Course', 'approval_rate', ""Father's occupation""]","Low risk. Key factors: chosen course of study, (mitigating) low course approval rate, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-00146,0.801,"['approval_rate', 'Unemployment rate', 'Course']","High risk due to low course approval rate, (mitigating) unemployment rate environment, and chosen course of study. Immediate intervention recommended.",High,True
STU-00147,0.649,"['Previous qualification (grade)', 'approval_rate', 'Tuition fees up to date']","Moderate risk influenced by prior qualification grade, low course approval rate, and (mitigating) tuition payment status. Review within 30 days advised.",Medium,True
STU-00148,0.0654,"['approval_rate', 'Admission grade', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, admission grade level, and (mitigating) displacement status. No immediate action required.",Low,True
STU-00149,0.0683,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-00150,0.1227,"['approval_rate', 'Curricular units 1st sem (enrolled)', 'Course']","Low risk. Key factors: low course approval rate, (mitigating) 1st semester enrollment, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-00151,0.0618,"['approval_rate', 'Course', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) displacement status. No immediate action required.",Low,True
STU-00152,0.2143,"['Course', 'approval_rate', ""Father's occupation""]","Low risk. Key factors: chosen course of study, low course approval rate, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-00153,0.0818,"['approval_rate', 'Course', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-00154,0.8197,"['approval_rate', 'Previous qualification (grade)', 'Course']","High risk due to low course approval rate, prior qualification grade, and chosen course of study. Immediate intervention recommended.",High,True
STU-00155,0.6507,"['Course', 'approval_rate', 'perf_delta']","Moderate risk influenced by chosen course of study, (mitigating) low course approval rate, and declining academic performance. Review within 30 days advised.",Medium,True
STU-00156,0.0637,"['approval_rate', 'Displaced', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) displacement status, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-00157,0.0649,"['approval_rate', 'Admission grade', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, admission grade level, and (mitigating) economic GDP conditions. No immediate action required.",Low,True
STU-00158,0.0637,"['approval_rate', 'Age at enrollment', 'Application mode']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) age at enrollment, and (mitigating) application method. No immediate action required.",Low,True
STU-00159,0.0711,"['approval_rate', 'Scholarship holder', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-00160,0.5574,"['approval_rate', ""Father's occupation"", 'Course']","Moderate risk influenced by (mitigating) low course approval rate, father's occupation, and chosen course of study. Review within 30 days advised.",Medium,True
STU-00161,0.0635,"['approval_rate', 'Scholarship holder', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-00162,0.0629,"['approval_rate', 'Unemployment rate', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) low course approval rate, unemployment rate environment, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-00163,0.8169,"['Course', 'approval_rate', 'Tuition fees up to date']","High risk due to chosen course of study, low course approval rate, and (mitigating) tuition payment status. Immediate intervention recommended.",High,True
STU-00164,0.062,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-00165,0.0644,"['approval_rate', 'Course', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-00166,0.281,"['approval_rate', 'Marital Status', 'Course']","Low risk. Key factors: low course approval rate, (mitigating) marital status, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-00167,0.2113,"['Tuition fees up to date', 'Age at enrollment', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) tuition payment status, (mitigating) age at enrollment, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-00168,0.0784,"['approval_rate', 'Age at enrollment', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, age at enrollment, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-00169,0.6439,"['approval_rate', 'Tuition fees up to date', 'Age at enrollment']","Moderate risk influenced by low course approval rate, (mitigating) tuition payment status, and (mitigating) age at enrollment. Review within 30 days advised.",Medium,True
STU-00170,0.0832,"['approval_rate', 'Age at enrollment', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, age at enrollment, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-00171,0.0625,"['approval_rate', 'Admission grade', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-00172,0.0645,"['approval_rate', 'Unemployment rate', ""Father's qualification""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) father's education level. No immediate action required.",Low,True
STU-00173,0.1,"['Age at enrollment', 'approval_rate', 'Course']","Low risk. Key factors: age at enrollment, low course approval rate, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-00174,0.7236,"['Tuition fees up to date', 'approval_rate', 'Debtor']","High risk due to tuition payment status, (mitigating) low course approval rate, and outstanding debt. Immediate intervention recommended.",High,True
STU-00175,0.0764,"['Tuition fees up to date', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) tuition payment status, chosen course of study, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-00176,0.0985,"['approval_rate', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and age at enrollment. No immediate action required.",Low,True
STU-00177,0.8422,"['approval_rate', ""Mother's occupation"", 'Tuition fees up to date']","High risk due to low course approval rate, mother's occupation, and (mitigating) tuition payment status. Immediate intervention recommended.",High,True
STU-00178,0.6812,"['Course', 'approval_rate', 'Curricular units 2nd sem (grade)']","Moderate risk influenced by chosen course of study, (mitigating) low course approval rate, and 2nd semester grades. Review within 30 days advised.",Medium,True
STU-00179,0.6732,"['approval_rate', 'Age at enrollment', 'Curricular units 2nd sem (credited)']","Moderate risk influenced by (mitigating) low course approval rate, age at enrollment, and 2nd semester credits. Review within 30 days advised.",Medium,True
STU-00180,0.0929,"['approval_rate', 'Course', 'Curricular units 2nd sem (evaluations)']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) 2nd semester evaluation attempts. No immediate action required.",Low,True
STU-00181,0.066,"['approval_rate', 'Course', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-00182,0.8992,"['Tuition fees up to date', 'approval_rate', 'Course']","High risk due to tuition payment status, low course approval rate, and chosen course of study. Immediate intervention recommended.",High,True
STU-00183,0.8986,"['Tuition fees up to date', 'approval_rate', 'Course']","High risk due to tuition payment status, low course approval rate, and (mitigating) chosen course of study. Immediate intervention recommended.",High,True
